X,Y,Index_,premisetype
-79.3884048,43.6475716,86354,Commercial
-79.4740906,43.6516113,86357,Commercial
-79.3985062,43.6447792,86358,Commercial
-79.4117661,43.7648163,86364,Commercial
-79.5657425,43.7381592,86370,Commercial
-79.54673,43.697052,86380,Commercial
-79.5423813,43.7520943,86383,Commercial
-79.4430084,43.7738609,86389,Commercial
-79.4405365,43.7551231,86391,Commercial
-79.4053574,43.6663589,86125,Commercial
-79.3985062,43.6447792,86037,Commercial
-79.5086594,43.6217308,86038,Commercial
-79.2838745,43.6922188,86040,Commercial
-79.5374985,43.7203789,86042,Commercial
-79.3506165,43.6430931,86043,Commercial
-79.3984451,43.6517258,86044,Commercial
-79.4602356,43.7041245,86047,Commercial
-79.5340271,43.6957359,86061,Commercial
-79.5993042,43.7523041,86062,Commercial
-79.5132217,43.7393913,86090,Commercial
-79.5132217,43.7393913,86091,Commercial
-79.5132217,43.7393913,86092,Commercial
-79.4008255,43.6443062,86093,Commercial
-79.4008255,43.6443062,86094,Commercial
-79.3833847,43.662056,86131,Commercial
-79.4801712,43.7145538,86524,Commercial
-79.3135376,43.7530098,86526,Commercial
-79.4206009,43.6488876,86529,Commercial
-79.4764862,43.7627029,86531,Commercial
-79.5005188,43.7622452,86533,Commercial
-79.5005188,43.7622452,86534,Commercial
-79.4538193,43.6560402,86535,Commercial
-79.3519669,43.6775589,86537,Commercial
-79.3792572,43.6524429,86553,Commercial
-79.4370346,43.6552162,86554,Commercial
-79.5288467,43.6263046,86559,Commercial
-79.4718246,43.6339226,86563,Commercial
-79.530304,43.5952034,86565,Commercial
-79.2770309,43.7516556,86566,Commercial
-79.5116882,43.6243439,86567,Commercial
-79.4236145,43.6432495,86573,Commercial
-79.4821091,43.6655807,86579,Commercial
-79.4112549,43.6457481,86583,Commercial
-79.2001343,43.757618,86586,Commercial
-79.3462677,43.6786728,86142,Commercial
-79.4052811,43.6434021,86145,Commercial
-79.4294357,43.6611519,86147,Commercial
-79.3813324,43.6511726,86148,Commercial
-79.5211716,43.6451988,86161,Commercial
-79.4243698,43.6430969,86172,Commercial
-79.2610626,43.7415695,86185,Commercial
-79.498497,43.6022644,86191,Commercial
-79.5358429,43.6235619,86192,Commercial
-79.3552322,43.794754,86819,Commercial
-79.380928,43.6563301,86825,Commercial
-79.4482651,43.7248802,86830,Commercial
-79.4482651,43.7248802,86831,Commercial
-79.4482651,43.7248802,86832,Commercial
-79.3413162,43.8156548,86839,Commercial
-79.2947311,43.7453804,86851,Commercial
-79.2947311,43.7453804,86852,Commercial
-79.4462204,43.6387177,86855,Commercial
-79.2387543,43.7938728,86859,Commercial
-79.3827209,43.6459846,86866,Commercial
-79.2489777,43.7917442,86874,Commercial
-79.3897552,43.6501961,86880,Commercial
-79.5303497,43.6469917,86884,Commercial
-79.4482651,43.7248802,86888,Commercial
-79.4482651,43.7248802,86889,Commercial
-79.4482651,43.7248802,86890,Commercial
-79.3125839,43.6693344,81111,Commercial
-79.3177643,43.776516,81112,Commercial
-79.2588348,43.7896233,81114,Commercial
-79.5114365,43.6236343,81116,Commercial
-79.2189102,43.7431831,81117,Commercial
-79.2209244,43.8055801,81118,Commercial
-79.380806,43.6498947,81121,Commercial
-79.3797302,43.6473351,81122,Commercial
-79.3877258,43.6656456,81125,Commercial
-79.2610626,43.7415695,81126,Commercial
-79.2610626,43.7415695,81127,Commercial
-79.3998413,43.7136536,81132,Commercial
-79.4020309,43.6545105,81141,Commercial
-79.3771591,43.7110405,81160,Commercial
-79.4153061,43.7787514,81178,Commercial
-79.4153061,43.7787514,81179,Commercial
-79.4153061,43.7787514,81180,Commercial
-79.3420486,43.672123,81182,Commercial
-79.3691177,43.6671104,81183,Commercial
-79.3783188,43.6562653,81186,Commercial
-79.300087,43.7798767,81195,Commercial
-79.2819366,43.7142334,81502,Commercial
-79.2994766,43.7028694,81311,Commercial
-79.4669266,43.768856,81322,Commercial
-79.6251297,43.7530022,81323,Commercial
-79.6251297,43.7530022,81324,Commercial
-79.5883484,43.756237,81520,Commercial
-79.4676285,43.7157326,81329,Commercial
-79.3488159,43.6894341,81527,Commercial
-79.4473343,43.6963615,81528,Commercial
-79.233078,43.7581863,81532,Commercial
-79.4775085,43.7061844,81535,Commercial
-79.3974152,43.6485405,81537,Commercial
-79.5993042,43.7523041,81544,Commercial
-79.5108109,43.7152748,81547,Commercial
-79.3884048,43.6475716,81552,Commercial
-79.5927734,43.7113647,81555,Commercial
-79.4279633,43.6490669,81568,Commercial
-79.4279633,43.6490669,81569,Commercial
-79.4279633,43.6490669,81570,Commercial
-79.3012619,43.8087273,81572,Commercial
-79.3983994,43.6508293,81581,Commercial
-79.3537827,43.7297821,81590,Commercial
-79.3819275,43.6586685,81598,Commercial
-79.3592453,43.649559,81600,Commercial
-79.3119049,43.680378,81901,Commercial
-79.3680573,43.6644669,81330,Commercial
-79.3989258,43.6551399,81903,Commercial
-79.4482651,43.7248802,81332,Commercial
-79.361145,43.7124329,81701,Commercial
-79.4273758,43.6389618,81802,Commercial
-79.4273758,43.6389618,81803,Commercial
-79.4273758,43.6389618,81804,Commercial
-79.3799744,43.6540642,81704,Commercial
-79.5986557,43.6935616,81805,Commercial
-79.5190964,43.6226463,81204,Commercial
-79.4000473,43.6579514,81408,Commercial
-79.3481064,43.6875381,81411,Commercial
-79.3884048,43.6475716,81413,Commercial
-79.3841553,43.6639061,81416,Commercial
-79.3845978,43.6649399,81423,Commercial
-79.2238464,43.7601357,81424,Commercial
-79.2291183,43.7279854,81436,Commercial
-79.4139862,43.6721497,81439,Commercial
-79.2250748,43.733242,81446,Commercial
-79.5448608,43.600853,81458,Commercial
-79.3837662,43.6557198,81462,Commercial
-79.4810562,43.7847023,81468,Commercial
-79.492775,43.6693954,81471,Commercial
-79.5486755,43.7013283,81474,Commercial
-79.4602356,43.7041245,81477,Commercial
-79.5339584,43.7346725,81481,Commercial
-79.5339584,43.7346725,81482,Commercial
-79.5339584,43.7346725,81483,Commercial
-79.3744125,43.6499252,81490,Commercial
-79.2914658,43.7269974,81498,Commercial
-79.3961639,43.653347,81705,Commercial
-79.417923,43.7893639,81811,Commercial
-79.2329788,43.7795486,81815,Commercial
-79.5994186,43.6865616,81817,Commercial
-79.4370346,43.6552162,81828,Commercial
-79.5028381,43.6904297,81829,Commercial
-79.3744125,43.6499252,81832,Commercial
-79.5180511,43.59795,81833,Commercial
-79.3936386,43.6457634,81841,Commercial
-79.3430939,43.6684494,81845,Commercial
-79.3430939,43.6684494,81846,Commercial
-79.4430084,43.7738609,81849,Commercial
-79.4882278,43.6157379,81853,Commercial
-79.3914948,43.6886482,81864,Commercial
-79.4837265,43.7335815,81869,Commercial
-79.4837265,43.7335815,81870,Commercial
-79.38311,43.6613731,81871,Commercial
-79.5315094,43.7140923,81890,Commercial
-79.4698715,43.7241135,81715,Commercial
-79.4829712,43.6496887,81017,Commercial
-79.1992416,43.747509,81932,Commercial
-79.398201,43.6582603,81933,Commercial
-79.398201,43.6582603,81934,Commercial
-79.398201,43.6582603,81935,Commercial
-79.398201,43.6582603,81936,Commercial
-79.398201,43.6582603,81937,Commercial
-79.398201,43.6582603,81938,Commercial
-79.1793289,43.7746811,81941,Commercial
-79.4027023,43.6439285,81942,Commercial
-79.5194016,43.7010422,81944,Commercial
-79.4700317,43.6525269,81946,Commercial
-79.2810745,43.7658043,81947,Commercial
-79.2371368,43.8142204,81953,Commercial
-79.5386124,43.5932922,81963,Commercial
-79.4768295,43.7327614,81980,Commercial
-79.4256592,43.6619873,81981,Commercial
-79.398201,43.6582603,81983,Commercial
-79.3920593,43.6453743,81987,Commercial
-79.3920593,43.6453743,81988,Commercial
-79.3920593,43.6453743,81989,Commercial
-79.3920593,43.6453743,81990,Commercial
-79.3920593,43.6453743,81991,Commercial
-79.2275391,43.7961502,81718,Commercial
-79.4829712,43.6496887,81018,Commercial
-79.3900452,43.6472282,81019,Commercial
-79.1408234,43.7786484,81719,Commercial
-79.4074707,43.6659164,81353,Commercial
-79.3900452,43.6472282,81020,Commercial
-79.5339584,43.7346725,81720,Commercial
-79.4172134,43.6638374,81729,Commercial
-79.5687027,43.715889,81741,Commercial
-79.5687027,43.715889,81742,Commercial
-79.3895035,43.6459389,81743,Commercial
-79.5811157,43.7138481,81748,Commercial
-79.4143982,43.629406,81750,Commercial
-79.4143982,43.629406,81751,Commercial
-79.5990524,43.7181282,81756,Commercial
-79.5990524,43.7181282,81757,Commercial
-79.3733063,43.6486778,81764,Commercial
-79.5625153,43.6342049,81770,Commercial
-79.456749,43.751667,81772,Commercial
-79.4730911,43.6963425,81778,Commercial
-79.4864502,43.7447815,81783,Commercial
-79.4033661,43.6455154,81784,Commercial
-79.3051605,43.7971191,81785,Commercial
-79.3930817,43.6707535,81786,Commercial
-79.4684677,43.7751961,81791,Commercial
-79.5894241,43.7320251,81793,Commercial
-79.379509,43.6424141,81794,Commercial
-79.3935089,43.6560135,81800,Commercial
-79.4965363,43.6117668,81358,Commercial
-79.4965363,43.6117668,81359,Commercial
-79.2865753,43.6869087,81221,Commercial
-79.1931076,43.7644348,81223,Commercial
-79.4018478,43.6576538,81225,Commercial
-79.4027023,43.6439285,81366,Commercial
-79.4887619,43.7545166,81367,Commercial
-79.3569794,43.6563835,81029,Commercial
-79.3805237,43.66465,81048,Commercial
-79.3297806,43.6820641,81052,Commercial
-79.5529861,43.751442,81063,Commercial
-79.5529861,43.751442,81064,Commercial
-79.3834229,43.6621399,81076,Commercial
-79.3834229,43.6621399,81077,Commercial
-79.4200058,43.6439819,81078,Commercial
-79.4037628,43.6464729,81086,Commercial
-79.2611313,43.7736168,81090,Commercial
-79.3345261,43.6667404,81093,Commercial
-79.3791351,43.6459885,81094,Commercial
-79.3229141,43.6720848,81368,Commercial
-79.4644012,43.6825409,81233,Commercial
-79.4686279,43.7195663,81373,Commercial
-79.2206268,43.7998428,81235,Commercial
-79.1868668,43.7706146,81378,Commercial
-79.4742966,43.7555351,81382,Commercial
-79.4128342,43.7755051,81383,Commercial
-79.5138016,43.7198334,81387,Commercial
-79.5138016,43.7198334,81388,Commercial
-79.4138336,43.7729797,81398,Commercial
-79.30439,43.7795639,81244,Commercial
-79.443161,43.75457,81256,Commercial
-79.5362625,43.7532921,81258,Commercial
-79.3837662,43.6557198,81267,Commercial
-79.3710327,43.6582947,81273,Commercial
-79.3756638,43.6568222,81274,Commercial
-79.3723679,43.6515274,81276,Commercial
-79.3811111,43.6420593,81280,Commercial
-79.5264206,43.7467422,81281,Commercial
-79.4329987,43.6889496,81289,Commercial
-79.4961472,43.6772423,81298,Commercial
-79.4493332,43.6959,81300,Commercial
-79.5647812,43.7665482,81602,Commercial
-79.3809586,43.6657257,81607,Commercial
-79.5290909,43.7484245,81621,Commercial
-79.5234375,43.6446495,81624,Commercial
-79.3085632,43.6866455,81628,Commercial
-79.3589249,43.6568336,81633,Commercial
-79.3848038,43.6476631,81637,Commercial
-79.5671616,43.6833382,81641,Commercial
-79.4900818,43.7598305,81645,Commercial
-79.40271,43.6669083,81646,Commercial
-79.3920593,43.6453743,81650,Commercial
-79.3920593,43.6453743,81651,Commercial
-79.2388077,43.7195854,81659,Commercial
-79.4489746,43.7174988,81675,Commercial
-79.4017639,43.6562881,81676,Commercial
-79.5000381,43.6201744,81680,Commercial
-79.4325027,43.6802788,81686,Commercial
-79.4271774,43.7694778,81687,Commercial
-79.4271774,43.7694778,81688,Commercial
-79.4271774,43.7694778,81689,Commercial
-79.3886948,43.6748848,81694,Commercial
-79.5517731,43.6295624,81700,Commercial
-79.4065781,43.6466827,90001,Commercial
-79.3847122,43.6580772,90009,Commercial
-79.2749329,43.7495003,90010,Commercial
-79.4273758,43.6389618,90011,Commercial
-79.4884949,43.6176071,90022,Commercial
-79.3863678,43.6480103,90023,Commercial
-79.3760452,43.6481552,90024,Commercial
-79.4194183,43.7954788,90025,Commercial
-79.4414063,43.75494,90030,Commercial
-79.3996887,43.7639999,90038,Commercial
-79.2518768,43.8267326,90042,Commercial
-79.4910507,43.763504,90044,Commercial
-79.4910507,43.763504,90045,Commercial
-79.4910507,43.763504,90046,Commercial
-79.2975159,43.7256546,90051,Commercial
-79.4859238,43.6656303,90054,Commercial
-79.389183,43.6494598,90060,Commercial
-79.389183,43.6494598,90061,Commercial
-79.3910294,43.6693611,90062,Commercial
-79.4301147,43.6807938,90077,Commercial
-79.4576492,43.6747246,90078,Commercial
-79.2679596,43.8327065,90080,Commercial
-79.2679596,43.8327065,90081,Commercial
-79.3771439,43.6565018,90095,Commercial
-79.3749313,43.6643295,90096,Commercial
-79.3749313,43.6643295,90097,Commercial
-79.3460693,43.7342949,90101,Commercial
-79.3756638,43.6568222,90802,Commercial
-79.2778397,43.6935539,90210,Commercial
-79.2914658,43.7269974,90219,Commercial
-79.3716049,43.6528206,90235,Commercial
-79.2870026,43.6879425,90238,Commercial
-79.5059357,43.6222992,90245,Commercial
-79.4173508,43.7870712,90248,Commercial
-79.3809586,43.6657257,90252,Commercial
-79.3657532,43.6553421,90254,Commercial
-79.4327621,43.7321625,90255,Commercial
-79.4327621,43.7321625,90256,Commercial
-79.2679596,43.8327065,90258,Commercial
-79.4975052,43.617836,90266,Commercial
-79.3824921,43.6694145,90273,Commercial
-79.3506165,43.6430931,90274,Commercial
-79.3824921,43.6694145,90281,Commercial
-79.5246277,43.6158752,90282,Commercial
-79.2882385,43.8062515,90286,Commercial
-79.3258591,43.6887817,90294,Commercial
-79.451767,43.7007599,90298,Commercial
-79.3671875,43.6623344,90608,Commercial
-79.5423813,43.7520943,90610,Commercial
-79.5423813,43.7520943,90611,Commercial
-79.4143906,43.6731529,90623,Commercial
-79.1975784,43.7589722,90628,Commercial
-79.1975784,43.7589722,90629,Commercial
-79.4160004,43.7816391,90641,Commercial
-79.5653076,43.7372398,90642,Commercial
-79.4940567,43.7752571,90649,Commercial
-79.4940567,43.7752571,90650,Commercial
-79.4940567,43.7752571,90651,Commercial
-79.2519302,43.7053185,90652,Commercial
-79.515686,43.7491493,90660,Commercial
-79.4133606,43.6405983,90672,Commercial
-79.4173508,43.7870712,90673,Commercial
-79.54673,43.697052,90678,Commercial
-79.2899323,43.6721497,90684,Commercial
-79.3809586,43.6657257,90685,Commercial
-79.3710327,43.6582947,90690,Commercial
-79.5646286,43.7369156,90693,Commercial
-79.5646286,43.7369156,90694,Commercial
-79.2489777,43.7917442,90695,Commercial
-79.4082642,43.762104,90403,Commercial
-79.4446259,43.7802124,90404,Commercial
-79.4713898,43.7075157,90409,Commercial
-79.3506165,43.6430931,90415,Commercial
-79.5127792,43.6240921,90419,Commercial
-79.4556808,43.7182617,90420,Commercial
-79.3812866,43.6532097,90423,Commercial
-79.4356003,43.6702347,90447,Commercial
-79.2332611,43.8197098,90450,Commercial
-79.380928,43.6563301,90459,Commercial
-79.380928,43.6563301,90460,Commercial
-79.4925385,43.6233635,90463,Commercial
-79.5827332,43.650013,90468,Commercial
-79.5827332,43.650013,90469,Commercial
-79.3236389,43.6833687,90472,Commercial
-79.2778931,43.7573814,90474,Commercial
-79.342453,43.6930351,90478,Commercial
-79.3773727,43.6478462,90487,Commercial
-79.4474335,43.6770096,90489,Commercial
-79.3845978,43.6649399,90503,Commercial
-79.2512894,43.7063446,90510,Commercial
-79.4206009,43.6488876,90517,Commercial
-79.4464645,43.666729,90526,Commercial
-79.5955658,43.6867599,90531,Commercial
-79.4038696,43.6666603,90532,Commercial
-79.4027023,43.6439285,90533,Commercial
-79.1988754,43.7601471,90538,Commercial
-79.2959213,43.745121,90540,Commercial
-79.5784149,43.6898994,90541,Commercial
-79.4442902,43.6741753,90546,Commercial
-79.360405,43.7548523,90558,Commercial
-79.2342682,43.7827454,90576,Commercial
-79.1988373,43.797287,90579,Commercial
-79.4253387,43.6373482,90582,Commercial
-79.4253387,43.6373482,90583,Commercial
-79.4253387,43.6373482,90584,Commercial
-79.3941422,43.6687202,90592,Commercial
-79.16745,43.7644882,90595,Commercial
-79.4390335,43.6684685,90597,Commercial
-79.4390335,43.6684685,90598,Commercial
-79.5501099,43.7484856,90304,Commercial
-79.3569489,43.6839333,90306,Commercial
-79.4027023,43.6439285,90313,Commercial
-79.5572128,43.6383362,90320,Commercial
-79.233078,43.7581863,90327,Commercial
-79.381073,43.6505699,90328,Commercial
-79.4765549,43.7735596,90333,Commercial
-79.3756638,43.6568222,90337,Commercial
-79.4849014,43.7591019,90349,Commercial
-79.3672256,43.7130814,90366,Commercial
-79.4908676,43.6826744,90372,Commercial
-79.3528442,43.7019196,90377,Commercial
-79.5348663,43.7104225,90382,Commercial
-79.3809586,43.6657257,90385,Commercial
-79.2683105,43.7875824,90391,Commercial
-79.5724869,43.7170219,90395,Commercial
-79.4034653,43.7299347,90906,Commercial
-79.2518768,43.8267326,90910,Commercial
-79.3941422,43.6687202,90916,Commercial
-79.380806,43.6498947,90921,Commercial
-79.4630508,43.6928444,90922,Commercial
-79.2329788,43.7795486,90928,Commercial
-79.233078,43.7581863,90936,Commercial
-79.6039124,43.7436447,90939,Commercial
-79.4020309,43.6545105,90940,Commercial
-79.3164444,43.7101746,90952,Commercial
-79.4489746,43.7174988,90953,Commercial
-79.379509,43.6424141,90957,Commercial
-79.2865753,43.6869087,90958,Commercial
-79.389183,43.6494598,90970,Commercial
-79.2839737,43.6874542,90981,Commercial
-79.2872772,43.7269402,90998,Commercial
-79.2371368,43.7210274,91000,Commercial
-79.2310715,43.746521,90718,Commercial
-79.6260757,43.7420883,90720,Commercial
-79.1990814,43.8002815,90724,Commercial
-79.4505005,43.6844521,90729,Commercial
-79.4505005,43.6844521,90730,Commercial
-79.4844818,43.649334,90734,Commercial
-79.4028702,43.763298,90745,Commercial
-79.3812256,43.6570396,90746,Commercial
-79.286293,43.8037529,90756,Commercial
-79.2900162,43.809742,90758,Commercial
-79.3667297,43.6539345,90761,Commercial
-79.3874359,43.6557198,90770,Commercial
-79.3841553,43.6639061,90771,Commercial
-79.3852234,43.6554298,90774,Commercial
-79.5569611,43.6161079,90784,Commercial
-79.3847122,43.6580772,90785,Commercial
-79.5569077,43.6101265,90786,Commercial
-79.5423813,43.7520943,90788,Commercial
-79.5650177,43.7365532,90102,Commercial
-79.3536148,43.7140694,90103,Commercial
-79.5327911,43.7494888,90105,Commercial
-79.5307999,43.7148361,90106,Commercial
-79.4492493,43.6704216,90111,Commercial
-79.420784,43.649334,90112,Commercial
-79.3749313,43.6643295,90117,Commercial
-79.3749313,43.6643295,90118,Commercial
-79.4714813,43.7678299,90120,Commercial
-79.5967941,43.7199669,90121,Commercial
-79.38311,43.6613731,90123,Commercial
-79.3146133,43.7560654,90133,Commercial
-79.3146133,43.7560654,90134,Commercial
-79.3051605,43.7971191,90136,Commercial
-79.5928497,43.6808167,90139,Commercial
-79.3813324,43.6511726,90143,Commercial
-79.3813324,43.6511726,90144,Commercial
-79.4430847,43.6779633,90148,Commercial
-79.4430847,43.6779633,90149,Commercial
-79.552269,43.6150703,90165,Commercial
-79.4528656,43.733387,90169,Commercial
-79.5557632,43.7081604,90172,Commercial
-79.3860626,43.6552429,90174,Commercial
-79.233078,43.7581863,90179,Commercial
-79.2778397,43.6935539,90185,Commercial
-79.3402786,43.7732925,90186,Commercial
-79.2588348,43.7896233,90192,Commercial
-79.2588348,43.7896233,90193,Commercial
-79.2588348,43.7896233,90194,Commercial
-79.4570847,43.7247505,90197,Commercial
-79.4159241,43.6836357,90804,Commercial
-79.5811157,43.7138481,90816,Commercial
-79.5052719,43.6007652,90823,Commercial
-79.5052719,43.6007652,90824,Commercial
-79.5598526,43.7498055,90825,Commercial
-79.2611313,43.7736168,90827,Commercial
-79.3974152,43.6485405,90830,Commercial
-79.3974152,43.6485405,90831,Commercial
-79.4015427,43.6671638,90835,Commercial
-79.3845978,43.6649399,90840,Commercial
-79.3950424,43.6454735,90842,Commercial
-79.4195709,43.6384964,90843,Commercial
-79.4195709,43.6384964,90844,Commercial
-79.2303772,43.7663193,90846,Commercial
-79.1967926,43.7997742,90847,Commercial
-79.4781876,43.7596321,90849,Commercial
-79.5008621,43.7633629,90855,Commercial
-79.6075745,43.7386208,90857,Commercial
-79.4687424,43.6963272,90860,Commercial
-79.4687424,43.6963272,90861,Commercial
-79.3249359,43.6716118,90869,Commercial
-79.3778763,43.6621742,90873,Commercial
-79.4379196,43.6403351,90878,Commercial
-79.3193359,43.7969971,90893,Commercial
-79.4111557,43.7623558,89001,Commercial
-79.2189102,43.7431831,89009,Commercial
-79.2189102,43.7431831,89010,Commercial
-79.3022385,43.6695633,89023,Commercial
-79.3230133,43.7752457,89037,Commercial
-79.5047607,43.715744,89045,Commercial
-79.2883606,43.6912346,89047,Commercial
-79.233078,43.7581863,89054,Commercial
-79.2626724,43.7162323,89062,Commercial
-79.2626724,43.7162323,89063,Commercial
-79.4941254,43.6203041,89065,Commercial
-79.3245544,43.8162041,89070,Commercial
-79.3847122,43.6580772,89074,Commercial
-79.4635239,43.6984444,89083,Commercial
-79.2384949,43.8103981,89085,Commercial
-79.4471054,43.7901917,89099,Commercial
-79.2611313,43.7736168,89806,Commercial
-79.336319,43.8040886,89203,Commercial
-79.3232956,43.7716217,89103,Commercial
-79.5521545,43.695797,89903,Commercial
-79.3773727,43.6478462,89503,Commercial
-79.3127747,43.685688,89807,Commercial
-79.3867874,43.6702271,89204,Commercial
-79.2811203,43.6928215,89607,Commercial
-79.4302216,43.6729431,89632,Commercial
-79.373703,43.6528664,89633,Commercial
-79.4911728,43.775795,89636,Commercial
-79.4372787,43.6404533,89637,Commercial
-79.5539551,43.7660027,89640,Commercial
-79.3858566,43.6608162,89664,Commercial
-79.3986435,43.6544037,89670,Commercial
-79.2098083,43.7470436,89671,Commercial
-79.3982468,43.6433029,89672,Commercial
-79.3946838,43.6589546,89675,Commercial
-79.4317398,43.6336823,89687,Commercial
-79.2679596,43.8327065,89695,Commercial
-79.3211899,43.6838684,89705,Commercial
-79.2251663,43.7417946,89205,Commercial
-79.3923111,43.6500587,89504,Commercial
-79.3858566,43.6608162,89307,Commercial
-79.3814163,43.666832,89308,Commercial
-79.3835754,43.6479263,89505,Commercial
-79.3022156,43.8190308,89207,Commercial
-79.3564453,43.7124481,89310,Commercial
-79.3813324,43.6511726,89709,Commercial
-79.3712692,43.770359,89409,Commercial
-79.375473,43.6524696,89710,Commercial
-79.3712692,43.770359,89410,Commercial
-79.4453125,43.6669655,89508,Commercial
-79.1988754,43.7601471,89812,Commercial
-79.2098083,43.7470436,89815,Commercial
-79.3192749,43.7411842,89830,Commercial
-79.4315872,43.6416283,89859,Commercial
-79.4664536,43.6377716,89861,Commercial
-79.4118652,43.6340752,89867,Commercial
-79.4534531,43.7081718,89882,Commercial
-79.3401794,43.6798782,89886,Commercial
-79.3791351,43.6459885,89887,Commercial
-79.2924957,43.8091698,89889,Commercial
-79.3985062,43.6447792,89893,Commercial
-79.4940567,43.7752571,89711,Commercial
-79.4587173,43.6744919,89518,Commercial
-79.3374939,43.7704163,89540,Commercial
-79.5408707,43.6177444,89542,Commercial
-79.2749329,43.7495003,89547,Commercial
-79.4082642,43.674614,89554,Commercial
-79.4023361,43.6552353,89560,Commercial
-79.4023361,43.6552353,89561,Commercial
-79.4023361,43.6552353,89562,Commercial
-79.4023361,43.6552353,89563,Commercial
-79.4023361,43.6552353,89564,Commercial
-79.4023361,43.6552353,89565,Commercial
-79.4534531,43.7081718,89572,Commercial
-79.4197845,43.6304283,89576,Commercial
-79.5892334,43.7410965,89582,Commercial
-79.302269,43.7694817,89592,Commercial
-79.5539551,43.7660027,89910,Commercial
-79.4185715,43.7920685,89912,Commercial
-79.4940567,43.7752571,89712,Commercial
-79.3895035,43.6696701,89714,Commercial
-79.4489746,43.7174988,89113,Commercial
-79.3783188,43.6562653,89717,Commercial
-79.2447052,43.7535515,89719,Commercial
-79.3875809,43.6721649,89720,Commercial
-79.4951859,43.6657295,89734,Commercial
-79.3670349,43.661953,89736,Commercial
-79.3963776,43.6487656,89749,Commercial
-79.2887878,43.7206879,89756,Commercial
-79.2887878,43.7206879,89757,Commercial
-79.2588348,43.7896233,89775,Commercial
-79.2681274,43.7070007,89780,Commercial
-79.2882385,43.8062515,89789,Commercial
-79.2955627,43.8045349,89793,Commercial
-79.3847122,43.6580772,89797,Commercial
-79.5162048,43.700161,89418,Commercial
-79.2683105,43.7875824,89316,Commercial
-79.3900452,43.6472282,89420,Commercial
-79.3900452,43.6472282,89421,Commercial
-79.4026871,43.6560936,89423,Commercial
-79.2497711,43.7087784,89424,Commercial
-79.3961639,43.653347,89427,Commercial
-79.337822,43.6803169,89436,Commercial
-79.4406357,43.6922646,89443,Commercial
-79.2883606,43.6912346,89447,Commercial
-79.535408,43.7725792,89448,Commercial
-79.2611313,43.7736168,89451,Commercial
-79.295723,43.7081947,89453,Commercial
-79.2845459,43.776577,89460,Commercial
-79.5794983,43.6514091,89479,Commercial
-79.3710327,43.6582947,89480,Commercial
-79.1751404,43.7767067,89490,Commercial
-79.5551147,43.715107,89491,Commercial
-79.3142395,43.7415009,89500,Commercial
-79.5264206,43.7467422,89214,Commercial
-79.3815842,43.6579094,89215,Commercial
-79.5718155,43.7152672,89118,Commercial
-79.4101257,43.7582283,89921,Commercial
-79.3395004,43.7286072,89926,Commercial
-79.3886642,43.7693825,89927,Commercial
-79.409996,43.66539,89929,Commercial
-79.2155685,43.7439499,89937,Commercial
-79.4000931,43.644455,89938,Commercial
-79.3863678,43.6480103,89939,Commercial
-79.3719101,43.6504669,89941,Commercial
-79.4501114,43.6530533,89946,Commercial
-79.4501114,43.6530533,89947,Commercial
-79.4501114,43.6530533,89948,Commercial
-79.4501114,43.6530533,89949,Commercial
-79.377594,43.643013,89962,Commercial
-79.3771439,43.6565018,89966,Commercial
-79.3193359,43.7969971,89968,Commercial
-79.3985062,43.6447792,89971,Commercial
-79.3963776,43.6487656,89972,Commercial
-79.2548065,43.7521973,89973,Commercial
-79.2548065,43.7521973,89974,Commercial
-79.38311,43.6613731,89975,Commercial
-79.4668503,43.6572304,89976,Commercial
-79.2978287,43.6854782,89979,Commercial
-79.5170746,43.7548561,89984,Commercial
-79.4200821,43.7980042,89985,Commercial
-79.3620682,43.7927742,89986,Commercial
-79.2683105,43.7875824,89991,Commercial
-79.5310135,43.6147308,89992,Commercial
-79.3832016,43.6543198,89120,Commercial
-79.4669266,43.768856,89218,Commercial
-79.5147324,43.7429581,89129,Commercial
-79.5147324,43.7429581,89130,Commercial
-79.2960587,43.6894531,89132,Commercial
-79.4780655,43.7086601,89133,Commercial
-79.5340271,43.6957359,89135,Commercial
-79.4038696,43.6666603,89140,Commercial
-79.5955658,43.6867599,89141,Commercial
-79.5447922,43.6140289,89142,Commercial
-79.4708252,43.6625443,89145,Commercial
-79.3314667,43.7712059,89150,Commercial
-79.3799744,43.6540642,89153,Commercial
-79.4370346,43.6552162,89156,Commercial
-79.273613,43.6859436,89161,Commercial
-79.5926132,43.7165337,89167,Commercial
-79.3759003,43.6604424,89169,Commercial
-79.4202652,43.7367859,89176,Commercial
-79.4360352,43.6371803,89196,Commercial
-79.3918915,43.6376534,89221,Commercial
-79.5244141,43.5965309,89222,Commercial
-79.4037628,43.6464729,89240,Commercial
-79.4037628,43.6464729,89241,Commercial
-79.4635239,43.6984444,89250,Commercial
-79.2247086,43.757843,89252,Commercial
-79.3097916,43.7421455,89254,Commercial
-79.3790665,43.671917,89255,Commercial
-79.3730621,43.6424828,89256,Commercial
-79.5479355,43.6810417,89259,Commercial
-79.5892334,43.7410965,89264,Commercial
-79.3809586,43.6657257,89268,Commercial
-79.4059753,43.6751099,89270,Commercial
-79.3488159,43.6894341,89272,Commercial
-79.146225,43.7989273,89277,Commercial
-79.5580597,43.7600021,89279,Commercial
